#,Indikator BHS,Indicator English,F,M,Y,T,Code 1,Code 2,Subcategory 1,Category 1,Dimension 1,Subcategory 2,Category 2,Dimension 2
209,Centar za socijalni rad reaguje na vrijeme ako direktor OŠ Zalik prijavi da neka djece ne dolaze redovno u školu.,The Center for Social Work reacts on time if the director of the Zalik Elementary School reports that some children aren't coming to school on a regular basis.,1.0,,2.0,3,19.6,9.3,School Behavior,Education,Rights & Dignity,Political functionality,Governance,Rights & Dignity
210,Nadležne institucije sprečavaju navijačke nerede u Mostaru.,Authorities are preventing fan riots in Mostar.,,,3.0,3,4.1,9.3,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Political functionality,Governance,Rights & Dignity
211,"Kada stanovnik Zalika nešto prijavi mjesnoj zajednici, komisija koja dođe da pregleda taj problem ne dođe samo jednom ili dvaput, a da ništa ne riješi za 2 godine.","When a resident of Zalik reports something to the MZ, the commission that comes to review the problem does not come only once or twice, without solving anything in 2 years.",,,3.0,3,9.6,9.3,Mjesna zajednica,Governance,Rights & Dignity,Political functionality,Governance,Rights & Dignity
212,U osnovnoj školi djeca se uče kulturi življenja.,"In primary school, children learn Culture of living.",3.0,,,3,19.0,,Education,Education,Rights & Dignity,,,
213,"Ljudi ne ostavljaju pse u Sjevernom logoru kad djeci počene škola, jer se više ne mogu igrati s njima.",People don't leave dogs in Sjeverni Logor (University Campus) when their kids start school because they can no longer play with them.,,,3.0,3,10.7,15.0,Animals,Social Programs / Social Services,Rights & Dignity,Youth,Youth,Culture & Society
214,Gradska uprava reaguje kad im građani prijave problem pasa lutalica.,The City Administration reacts when citizens report an issue with stray dogs to them.,2.0,1.0,,3,10.7,9.3,Animals,Social Programs / Social Services,Rights & Dignity,Political functionality,Governance,Rights & Dignity
215,Ne postoji MZ u Mostaru gdje se loše stvari dešavaju.,There isn't an MZ in Mostar where bad things happen.,,,3.0,3,2.0,3.2,Tranquility/security ,Tranquility/security ,Security,Public Ownership,Public space,Culture & Society
216,"Policija hapsi četiri žene iz Sarajeva poznate zbog džeparanja koje su došle u Mostar, a ne upozorava samo građane da se čuvaju,","Police arrest four women from Sarajevo known for pickpocketing who came to Mostar, and do not just warn citizens to beware.",,,3.0,3,5.2,4.3,Interactions ,Police,Armed Actors,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity
240,"Svi stanari čiste prostor oko svoje zgrade, a ne samo stanari iz 2 stana.","All tenants clean the space around their building, not just tenants from two flats.",2.0,,,2,18.3,6.1,Environmental Restoration,Environment,Rights & Dignity,Us V Them,Social Relations,Culture & Society
241,"Čovjek rado ističe da živi u Zaliku, jer tu ljudi imaju empatiju prema drugima.","The man gladly points out that he lives in Zalik, because their people have empathy for others.",,2.0,,2,3.2,6.3,Public Ownership,Public space,Culture & Society,Social Trust,Social Relations,Culture & Society
242,Konobar iz jednog kafića u Zaliku je trčao da uhvati osobu koja je opljačkala susjedni objekat.,A waiter from one cafe in Zalik ran to catch the person who robbed a neighboring building.,,2.0,,2,4.3,3.2,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Public Ownership,Public space,Culture & Society
243,Ljudi ne donose 5-6 velikih crnih kesa punih smeća pa se kontejneri u Zaliku ne zatrpavaju.,"People don't bring 5-6 big trash bags filled with garbage, so the trash cans in Zalik aren't overfilled.",,2.0,,2,3.2,18.2,Public Ownership,Public space,Culture & Society,Waste prevention,Environment,Rights & Dignity
244,Ljudi ne bacaju namještaj pored kontejnera.,People don't throw furniture next to trash cans.,,,2.0,2,3.2,18.2,Public Ownership,Public space,Culture & Society,Waste prevention,Environment,Rights & Dignity
245,"Navijači Zrinjskog ne naručuju namjerno hranu, tako da bi prebili dostavljača iz Korza koji je navijač Veleža.",Zrinjski's fans do not deliberately order food in order to beat up a delivery man from Korzo who is a Velež fan.,,1.0,1.0,2,6.1,4.1,Us V Them,Social Relations,Culture & Society,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity
246,"Roditelji uče djecu da je rat bio prije 30 godina, tako da oni nemaju mržnju prema drugim nacionalnostima.","Parents teach their kids that the war happened thirty years ago, therefore, they don't have hate towards other nationalities.",,,2.0,2,7.3,19.5,Education ,Legacies of War,Dealing with the Past,Family-based Education,Education,Rights & Dignity
247,"Roditelji uče djecu da ako je na primjer “Mate“ ubio nekog njegovog, “Ivo“ nije kriv za to.","Parents teach their children that if, for example, ""Mate"" killed someone of his own, ""Ivo"" is not to blame for that",,,2.0,2,17.3,19.5,Public Lighting,Infrastructure,Economic Activity & Livelihoods,Family-based Education,Education,Rights & Dignity
248,Na zapadnoj strani nema djece koja ne znaju kako izgledaju ljudi sa istočne strane Mostara.,On the west side there are no kids who don't know how the east side of Mostar looks.,1.0,1.0,,2,6.1,15.5,Us V Them,Social Relations,Culture & Society,Inclusion,Youth,Culture & Society
249,Komos kosi travu oko zgrada u Zaliku.,"Komos"" (public firm) mows the grass around the buldings in Zalik.",,,2.0,2,10.6,3.8,Public utilities,Social Programs / Social Services,Rights & Dignity,Condition,Public space,Culture & Society
250,"U Zaliku, pješaci imaju više prostora za šetanje.","In Zalik, pedestrians have more space to take a walk.",1.0,,1.0,2,11.3,17.1,Individual Leisure,Socializing,Culture & Society,Roads,Infrastructure,Economic Activity & Livelihoods
251,Ispred pekare u Zaliku postoji trotoar za pješake.,In front of the bakery in Zalik there is a sidewalk for pedestrians,1.0,1.0,,2,21.3,17.1,Pedestrian Safety,Motor Vehicles ,Culture & Society,Roads,Infrastructure,Economic Activity & Livelihoods
252,"Centar za socijalni rad ne govori samo: „Neće se to više ponoviti“, kad ih direktor OŠ Zalik obavijesti da neka djec ne dolaze redovno u školu.","The Center for Social Work does not just say: ""It will not happen again"", when the director of the Zalik Elementary School informs them that some children do not come to school regularly.",2.0,,,2,9.3,19.6,Political functionality,Governance,Rights & Dignity,School Behavior,Education,Rights & Dignity
253,"Porodica, koja dobija pomoć od Centra za socijalni rad, redovno šalje svoju djecu u školu.","A family, which gets help from the Center for Social Work, regularly sends their kids to school.",1.0,,1.0,2,10.0,19.0,Social Programs / Social Services,Social Programs / Social Services,Rights & Dignity,Education,Education,Rights & Dignity
254,"Ljiljani kod Gradske vijećnice nisu minirani, kako bi se skrenula pažnja s činjenice da je Čović promijenio tok Radobolje.","The lilies at City Hall were not mined, in order to divert attention from the fact that Čović changed the path of the river Radobolja.",,,2.0,2,4.4,4.2,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Corruption ,Criminality and Legal Enforcement,Rights & Dignity
255,Navijači s područja MZ Zalik se ponašaju u skladu sa sportskim normama.,Football fans from the MZ Zalik behave in accordance with sport norms.,2.0,,,2,12.0,6.3,Sport,Sport,Culture & Society,Social Trust,Social Relations,Culture & Society
256,Studenti se brzo prilagađavaju novim ljudima na univerzitetu.,Students quickly adapt to new people at the university.,,,2.0,2,19.6,15.5,School Behavior,Education,Rights & Dignity,Inclusion,Youth,Culture & Society
257,Djeca u Mostaru nisu podijeljeni u školama.,Kids in Mostar aren't divided in schools.,1.0,,1.0,2,19.3,,School inclusivness,Education,Rights & Dignity,,,
258,Roditelji ne uče djecu navijačke pjesme Veleža i Zrinjskoga u trećem osnovne.,Parents don't teach their kids the fan songs of either (football clubs) Velež nor Zrinjski in the 3rd grade of middle school.,2.0,,,2,15.2,6.1,Infrastructure,Youth,Culture & Society,Us V Them,Social Relations,Culture & Society
259,Nijedan medij ne objavljuje lažne vijesti kako bi potakli nacionalizam.,Not one form of media posts fake news in order to encourage nationalism,2.0,,,2,13.0,8.0,Media,Media,Culture & Society,Nationalism,Nationalism,Culture & Society
260,Navijačke grupe ne prelaze na drugu stranu grada radi tuče.,Football fans don't cross to the other side of the town because of fights.,,,2.0,2,4.1,6.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Us V Them,Social Relations,Culture & Society
261,Ljudi u Zaliku ne bacaju smeće oko zgrada.,People in Zalik don't throw trash around the buildings,1.0,,1.0,2,3.2,18.2,Public Ownership,Public space,Culture & Society,Waste prevention,Environment,Rights & Dignity
262,Vozači ne voze namjerno brzo kroz lokve da poprskaju pješake.,Drivers don't drive fast through puddles on purpose just to splash pedestrians.,1.0,1.0,,2,21.1,21.3,Parking,Motor Vehicles ,Culture & Society,Pedestrian Safety,Motor Vehicles ,Culture & Society
263,25 godina nakon rata ljudi stalno ne pričaju o miru.,25 years after the war people don't constantly talk about peace.,,,2.0,2,7.0,1.0,Legacies of War,Legacies of War,Dealing with the Past,Integration and acceptance,Integration and acceptance,Culture & Society
264,Policajci se ponašaju profesionalno.,Policemen act professionally.,,,2.0,2,5.1,,Accountability ,Police,Armed Actors,,,
265,U Zaliku nema pljački.,In Zalik there aren't robberies.,1.0,1.0,,2,4.3,2.0,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Tranquility/security ,Tranquility/security ,Security
266,Majka s djecom ne pretrčava cestu kad je crveno svjetlo na semaforu.,A mother with children does not run across the road when the traffic light is red.,,,2.0,2,21.3,15.2,Pedestrian Safety,Motor Vehicles ,Culture & Society,Infrastructure,Youth,Culture & Society
267,"Djevojka koja se vraća iz grada navečer, osjeća se sigurno čim prođe nadvožnjak na ulazu u Zalik.",A girl who is coming back from the city at night feels safe as soon as she passes the overpass at the entrance of Zalik.,,1.0,1.0,2,22.3,2.3,Safety and comfort,Gender,Culture & Society,Movement,Tranquility/security ,Security
268,Ne osjećaju se tenzije kada se organizuje neki turnir na Španskom trgu.,"When a football match is organized on the Španski trg (Spanish square), no tensions can be felt.",1.0,,1.0,2,12.3,2.2,Activities,Sport,Culture & Society,Confidence,Tranquility/security ,Security
269,"Žena koja ima dijete u drugom razredu, pusti dijete od 7 i po godina da ide samo u školu.",A woman whose has a child in the 2nd grade lets her seven and a half year old child go to school by himself.,1.0,,1.0,2,15.2,2.2,Infrastructure,Youth,Culture & Society,Confidence,Tranquility/security ,Security
270,Zalik je mjesto gdje možete ostaviti automobil otključan.,Zalik is a place where you can leave your car unlocked.,2.0,,,2,21.0,2.2,Motor Vehicles ,Motor Vehicles ,Culture & Society,Confidence,Tranquility/security ,Security
271,Ženi koja je prolazila pored Mašinske škole tokom bitke nije pala baklja na kosu.,A torch doesn't fall on a woman's head as she was walking past the High School of Mechanical Engineering during a fight.,,,2.0,2,4.4,22.3,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Safety and comfort,Gender,Culture & Society
272,"Mama djevojke od 18 godina je sigurna pustiti svoje dijete da sama hoda po mraku, jer nema migranata u Zaliku.","The mother of an 18 year old girls feels safe to let her child walk alone in the dark, because there are no migrants in Zalik.",,,2.0,2,6.7,22.3,Immigration,Social Relations,Culture & Society,Safety and comfort,Gender,Culture & Society
273,"Žena koja prolazi pored migranta koji stoji ispred ulaska u Mostar, ne mora da zaključa vrata auta, jer oni ne napadaju auta kad nude vozačima maramice.","A woman who passes by migrants which are standing in front of the entrance to Mostar does not need to lock the doors of her car, because they don't attack cars when offering drivers tissues.",1.0,,1.0,2,6.7,22.3,Immigration,Social Relations,Culture & Society,Safety and comfort,Gender,Culture & Society
300,"Ne osjeti se averzija prema ženama sa druge strane grada, kao ni prema muškarcima.","There is no aversion towards women on the other side of the city, nor to men.",1.0,,,1,6.1,1.3,Us V Them,Social Relations,Culture & Society,Social,Integration and acceptance,Culture & Society
301,"Ako vam kažu da je vuk strašan, nećete mu prići; mladima niko ne govori da su drugi strašni.","If someone tells you a wolf is scary, you won't come close to it. No one tells the young people that other people are scary.",1.0,,,1,15.5,6.1,Inclusion,Youth,Culture & Society,Us V Them,Social Relations,Culture & Society
302,Čovjek iz Zalika se i danas pazi s bivšim komšijama Hrvatima.,A person from Zalik gets along with their ex neighbors who are Croats.,1.0,,,1,6.9,6.1,Ethno-religious identity,Social Relations,Culture & Society,Us V Them,Social Relations,Culture & Society
303,Komšije u Željezničkom naselju su divne.,Neighbors at the Željezničko naselje (Neighborhood around the railway track) are amazing.,,1.0,,1,6.1,3.2,Us V Them,Social Relations,Culture & Society,Public Ownership,Public space,Culture & Society
304,"U Zalik se svaki dan doseljavaju novi ljudi, ali oni ne narušavaju duh zajedništva.",New people who move to Zalik don't ruin the spirit of togetherness.,,,1.0,1,6.1,3.2,Us V Them,Social Relations,Culture & Society,Public Ownership,Public space,Culture & Society
305,Ljudi čiste smeće oko svojih zgrada.,People clean the trash around their buildings.,,1.0,,1,3.2,18.3,Public Ownership,Public space,Culture & Society,Environmental Restoration,Environment,Rights & Dignity
306,"Žena koja radi u hrvatskoj firmi, gdje je jedina muslimanka od 115 radnika, nikad nije imala problema za 4 godine.","A woman who works at a Croatian company , where she is the only Muslim among 115 worker, never had any issues for the 4 years she has worked there.",,1.0,,1,20.1,22.3,Inclusivity,Business,Economic Activity & Livelihoods,Safety and comfort,Gender,Culture & Society
307,"Kada je bio fudbalski turnir, navijači Veleža nisu uništili restoran u tržnom centru Merkator.","When there was a football match, fans of the football club Velež didn't destroy a restaurant in the shopping mall Merkator.",,,1.0,1,4.1,6.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Us V Them,Social Relations,Culture & Society
308,"Ženi, koja u Zaliku živi godinu dana, je drago što je tu.",A woman who has been living in Zalik for a year is glad she lives there.,1.0,,,1,22.3,6.3,Safety and comfort,Gender,Culture & Society,Social Trust,Social Relations,Culture & Society
309,"Djeca različitih nacionalnosti iz svih dijelova grada su sastavljena, da vide da ni po čemu nisu drugačiji.",Kids of different nationalities from different parts of the city got together to see that they aren't so different from each other.,,,1.0,1,15.5,6.1,Inclusion,Youth,Culture & Society,Us V Them,Social Relations,Culture & Society
310,"Roditelj Hrvat govori svom djetetu: “Tomo, neko ko se zove Ahmed nema rogove.”","A Croatian parent tells his son: ""Tomo, someone who is called Ahmed doesn't have horns"".",1.0,,,1,15.2,6.1,Infrastructure,Youth,Culture & Society,Us V Them,Social Relations,Culture & Society
311,Djeca Bošnjakinje iz Zalika druže se s djecom njene prijateljice koje živi na zapadnoj strani.,"The kids of a Bosniak woman who lives in Zalik, hang out with the kids of her friend who lives on the west side.",,,1.0,1,15.5,11.0,Inclusion,Youth,Culture & Society,Socializing,Socializing,Culture & Society
312,Bošnjakinja koja radi u bolnici na Bijelom Brijegu 14 godina nije nikad imala ikakvih problema zbog svoje nacije.,"A Bosniak woman, who has been working at the University Clinical Hospital of Mostar, has never had any issues because of her nationality.",1.0,,,1,20.1,22.3,Inclusivity,Business,Economic Activity & Livelihoods,Safety and comfort,Gender,Culture & Society
313,Dječak koji ne zna ništa o fudbalu zanima dječake koji vole fudbal.,The boy who does not like football hangs out with the boys who do like football.,1.0,,,1,15.5,12.0,Inclusion,Youth,Culture & Society,Sport,Sport,Culture & Society
314,"Bošnjaci, Srbi i Hrvati se uzajamno posjećuju za vrijeme vjerskih praznika.","Bosniaks, Serbs and Croats visit each other during religious holidays.",,,1.0,1,14.2,11.4,Interfaith relations,Religion,Culture & Society,Informal,Socializing,Culture & Society
315,"Bošnjaci, Srbi i Hrvati se uzajamno posjećuju i kad nisu vjerski praznici.","Bosniaks, Serbs and Croats visit each other because of other reasons, not just because of religious holidays.",,,1.0,1,6.9,11.4,Ethno-religious identity,Social Relations,Culture & Society,Informal,Socializing,Culture & Society
316,Ni na Starom Veležovom ni u Donjoj Mahali nema grafita koji provociraju ljude na nacionalnoj osnovi.,At Stari Veležov (Old Velež neighbourhood) or at Donja Mahala (Lower Mahala) there is no graffiti that provokes people based on their nationality,,,1.0,1,8.5,3.1,Political Symbols,Nationalism,Culture & Society,Open Spaces,Public space,Culture & Society
317,"Vodovod ne stavlja visoke betonske ploče na šahtove, pa ljudi ne padaju preko njih.","Water supply system doesn't put high concrete slabs on the manholes, so people do not fall over them.",,,1.0,1,10.6,17.1,Public utilities,Social Programs / Social Services,Rights & Dignity,Roads,Infrastructure,Economic Activity & Livelihoods
318,Postoji znak zabrane parkiranja kod pekare.,There is a no parking sign near the bakery.,1.0,,,1,21.2,,Traffic,Motor Vehicles ,Culture & Society,,,
319,Iz kontejnera u Gornjem Zaliku po cesti ne curi voda iz smeća.,There is no liquid leaking from the trash cans onto the street at Gornji Zalik (Upper Zalik).,,1.0,,1,18.2,18.1,Waste prevention,Environment,Rights & Dignity,Waste management Services,Environment,Rights & Dignity
320,Ljudi ne očekuju da Komos čisti smeće koje oni bacaju oko zgrade.,"People don't expect the Public firm ""Komos"" to clean the trash which they throw around the buildings.",,,1.0,1,3.2,18.1,Public Ownership,Public space,Culture & Society,Waste management Services,Environment,Rights & Dignity
321,"Žena, čija je kuća iznad magistrale, je dala da se napravi potporni zid ispred njene kuće, tako da voda ne silazi u Donji Zalik.","The woman, whose house is above the highway, had a supporting wall made in front of her house, so that the water does not go down to Donji Zalik.",,1.0,,1,3.2,17.0,Public Ownership,Public space,Culture & Society,Infrastructure,Infrastructure,Economic Activity & Livelihoods
322,"Stanari zgrade u Zaliku pišu dopis Gradskoj upravi i traže da se ispila bor, koji prijeti da će pasti na jedan od balkona u zgradi.","The tenants of the building in Zalik are writing a letter to the City Administration asking for a pine tree to be cut down, which could fall on one of the balconies in the building.",1.0,,1.0,2,3.8,9.3,Condition,Public space,Culture & Society,Political functionality,Governance,Rights & Dignity
323,"Fudbalski klubovi u gradu Mostaru ne označavaju ""svoju"" teritoriju grafitima.","Football clubs in Mostar don't mark ""their"" territory with graffiti.",1.0,,,1,12.0,8.5,Sport,Sport,Culture & Society,Political Symbols,Nationalism,Culture & Society
324,Nema veze ako muško dijete ne voli fudbal.,It's not a problem if a male child doesn't like football.,,1.0,,1,22.1,12.0,Gender norms,Gender,Culture & Society,Sport,Sport,Culture & Society
325,"Dječak nema problema, zato što pleše break dance.",A boy who is learning breakdancing has no problems with the others.,,,1.0,1,22.1,12.0,Gender norms,Gender,Culture & Society,Sport,Sport,Culture & Society
326,Mladići ne moraju prihvatiti navijačku kulturu da budu cool.,Young men don't have to be football fans to be cool.,,,1.0,1,12.0,22.1,Sport,Sport,Culture & Society,Gender norms,Gender,Culture & Society
327,Bošnjački i Hrvatski učenici uživaju u zajedničkim aktivnostima.,Bosniak and Croatian students enjoy doing activities together.,,,1.0,1,19.4,15.5,Student activities,Education,Rights & Dignity,Inclusion,Youth,Culture & Society
328,"Roditelji pohađaju obuku o mirovnom obrazovanju, tako da mogu edukovati svoju djecu.",Parents attend peace education training so they can educate their children.,1.0,,,1,7.3,15.2,Education ,Legacies of War,Dealing with the Past,Infrastructure,Youth,Culture & Society
329,Nacionalizam se ne potiče putem društvenih mreža nijednog medija.,Nationalism isn't encouraged by any social media.,,,1.0,1,8.0,6.5,Nationalism,Nationalism,Culture & Society,Technology ,Social Relations,Culture & Society
330,Mlade ljude nije strah preći na drugu stranu grada.,Young people aren't afraid to cross to the other side of the city.,,,1.0,1,2.2,2.3,Confidence,Tranquility/security ,Security,Movement,Tranquility/security ,Security
331,Gradska uprava ne upućuje građane na društvo za zaštitu životinja kad prijave problem s psima lutalicama.,The City Administration does not refer citizens to the Society for the Protection of Animals when they report a problem with stray dogs.,,,1.0,1,9.3,10.7,Political functionality,Governance,Rights & Dignity,Animals,Social Programs / Social Services,Rights & Dignity
332,Psi lutalice ne napadaju učenike medicinske škole.,Stray dogs don't attack the students of the Medical High School.,,,1.0,1,10.7,23.4,Animals,Social Programs / Social Services,Rights & Dignity,Education,Health,Rights & Dignity
333,Problem lutalica se ne rješava u Sjevernom tek kada se pokrene medijska hajka.,Problems with stray dogs at Sjeverni Logor (University Campus) isn't only solved when it gets the attention from the media.,,,1.0,1,10.7,9.3,Animals,Social Programs / Social Services,Rights & Dignity,Political functionality,Governance,Rights & Dignity
334,Vozači poštuju znakove ograničenja brzine na magistrali u Zaliku.,Drivers follow the speed rules while driving on the highway in Zalik.,1.0,,,1,21.2,,Traffic,Motor Vehicles ,Culture & Society,,,
335,Problemi u Zaliku se ne rješavaju tako da se samo angažiraju ljudi koji tu žive.,Problems in Zalik aren't solved just by engaging the people who live there.,1.0,,,1,9.3,6.4,Political functionality,Governance,Rights & Dignity,Activism,Social Relations,Culture & Society
336,U Zaliku se navečer ne morate okretati za sobom da provjerite hoće li vas neko napasti.,In Zalik at night you don't have to keep turning around to check whether someone will attack you.,,,1.0,1,2.0,3.1,Tranquility/security ,Tranquility/security ,Security,Open Spaces,Public space,Culture & Society
337,"Žene se ne plaše policije, jer oni ne zloupotrebljavaju svoju moć.",Women aren't afraid of the police because they don't abuse their power.,1.0,,,1,22.3,5.1,Safety and comfort,Gender,Culture & Society,Accountability ,Police,Armed Actors
338,Djeca u Zaliku ne pretrčavaju cestu kad je crveno svjetlo na semaforu.,Kids in Zalik don't cross the street when the red light is on.,,,1.0,1,15.0,21.3,Youth,Youth,Culture & Society,Pedestrian Safety,Motor Vehicles ,Culture & Society
339,Žena ne pomisli da može biti sukoba kad krene da šeta u Zaliku.,A woman doesn't think that there could be some conflicts as she takes walks in Zalik.,,,1.0,1,22.3,3.1,Safety and comfort,Gender,Culture & Society,Open Spaces,Public space,Culture & Society
340,Ne osjecaju se tenzije kada se organizuju neki događaji Španskom trgu.,When some events are being held at Španski trg (Spanish square) no tensions could be felt.,,,1.0,1,2.0,3.7,Tranquility/security ,Tranquility/security ,Security,Activities,Public space,Culture & Society
341,Djeca mogu ići u crkvu bezbjedno.,Kids can go to the church safely.,,,1.0,1,14.4,2.1,Religious buildings,Religion,Culture & Society,Sense of safety,Tranquility/security ,Security
342,Žena koja živi u Zaliku od 94’ godine nikad se nije osjećala ugrožena u svojoj zajednici.,A woman who has been living in Zalik since 1994 has never felt endangered in her community.,,,1.0,1,22.3,3.2,Safety and comfort,Gender,Culture & Society,Public Ownership,Public space,Culture & Society
343,Mama može pustiti curice same da se igraju vani u Zaliku.,A mother can leave her little girls alone in Zalik to play outside,,1.0,,1,15.0,15.2,Youth,Youth,Culture & Society,Infrastructure,Youth,Culture & Society
344,"Mamu ne boli želudac kad joj dijete ide u školu, jer ne misli da svaki dan postoji neka opasnost za njega.",A mother doesn't feel nervous every time her child goes to school because she knows there in no threat for them in the school,,,1.0,1,15.2,2.2,Infrastructure,Youth,Culture & Society,Confidence,Tranquility/security ,Security
345,"Ljudi koji ne poštuju zakon ne idu samo 24 sata u zatvor, nego dobiju novčanu kaznu koju moraju platiti.","People who don't follow the rules don't just stay 24 hours in prison, but have to pay a fee.",,,1.0,1,4.0,9.3,Criminality and Legal Enforcement,Criminality and Legal Enforcement,Rights & Dignity,Political functionality,Governance,Rights & Dignity
346,Ljudi koji su svjesno uradili nešto loše se kažnjavaju novčano.,People who knowingly did something bad get fined.,1.0,,,1,4.0,9.3,Criminality and Legal Enforcement,Criminality and Legal Enforcement,Rights & Dignity,Political functionality,Governance,Rights & Dignity
347,"Muškarci migranti žele živjeti u migrantskom centru Salakovac, a ne po ulicama Mostara.","Male immigrants want to live in the immigrants center Salakovac, not on the streets of Mostar.",1.0,,,1,6.7,10.3,Immigration,Social Relations,Culture & Society,Housing,Social Programs / Social Services,Rights & Dignity
