#,Indikator BHS,Indicator English,F,M,Y,T,Code 1,Code 2,Subcategory 1,Category 1,Dimension 1,Subcategory 2,Category 2,Dimension 2
187,Dječak se osjeća sigurno i po danu i po noći kada u komšiluku vidi ljude na ulici,A boy feels safe during the day and at night when he sees people in on the street in his neighborhood.,,,2.0,2,2.2,15.0,Confidence,Tranquility/security ,Security,Youth,Youth,Culture & Society
188,"Kada vidi da je jedna grupa navijača vidno opremljena palicama, policija reaguje na vrijeme","When they see that one group of fans is visibly equipped with batons, the police react on time",,1.0,1.0,2,4.1,5.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Accountability ,Police,Armed Actors
189,"Kada vidi da je jedna grupa navijača vidno opremljena palicama, policija raspoređuje veću grupu policajaca duž tih ulica","When they see that one group of fans is visibly equipped with batons, the police deploy a larger group of police officers along those streets",1.0,,1.0,2,4.1,5.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Accountability ,Police,Armed Actors
190,"U Mostaru odgovorni (policija, sudstvo, tužilaštvo) sankcionišu svakoga ko krši javni red i mir","Accountable people (police, judiciary, prosecution) punish the ones who violate public order and peace.",2.0,,,2,4.0,9.2,Criminality and Legal Enforcement,Criminality and Legal Enforcement,Rights & Dignity,Political accountability,Governance,Rights & Dignity
191,"Ne dešavaju se bitke na opasnim mjestima, kao Španski, Bulevar, Cernica","Fights don't take place in dangerous areas, such as Spanish Square, Bulevar, Cernica.",1.0,,1.0,2,4.4,3.1,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Open Spaces,Public space,Culture & Society
192,U cijelom naselju (Bulevar) postoje sigurnosne kamere,There are surveillance cameras all over Bulevar.,2.0,,,2,2.4,,Technology,Tranquility/security ,Security,,,
193,"Ljudi, u slučaju potrebe, slobodno zovu policiju bez straha da će im neko zbog toga razbiti prozore","When necessary, people call the police without worrying that someone may break their windows because of it.",,,2.0,2,4.3,2.2,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Confidence,Tranquility/security ,Security
194,"U kasnim satima nije neugodno proći od Bunura prema Cernici, jer ima ljudi.","In late hours of the evening, it isn't uncomfortable to pass from the Bunur bridge towards Cernica because there are people present.",2.0,,,2,3.1,2.0,Open Spaces,Public space,Culture & Society,Tranquility/security ,Tranquility/security ,Security
195,Nacionalne stranke ne plaćaju da se prave incidenti pred izbore.,National parties do not pay someone to cause trouble before the elections.,,2.0,,2,8.4,4.4,Politics ,Nationalism,Culture & Society,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity
196,Komšije ne posmatraju nijemo nasilje momka nad djevojkom u krugu kod stola za stoni tenis,Neighbors do not observe the silent violence of a boy against a girl in the 'circle' at the ping pong table,1.0,,1.0,2,22.2,6.12,Gender based violence,Gender,Culture & Society,Neighbor Relations,Social Relations,Culture & Society
197,Policija i MUP ne štite niti jednog Ultrasa koji učestvuje u napadima,"The police and the Ministry of the Interior are not protecting any ""Ultrasi"" (Zrinski fans) who participate in attacks",,2.0,,2,4.1,5.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Accountability ,Police,Armed Actors
198,"U sokacima u Cernici (Hadžiomerovića, Rudinčeva) blizu silaza na Neretvu nema sumnjivih osoba koje razmjenjuju i broje novac noću","In the alleys in Cernica (Hadžiomerović, Rudinčeva) near the descent to the river Neretva, there are no suspicious persons who exchange and count money at night",,2.0,,2,2.0,4.3,Tranquility/security ,Tranquility/security ,Security,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity
199,Roditelji edukuju djecu da droga ne valja,Parents educate their children that drugs aren't good.,,,2.0,2,19.5,16.4,Family-based Education,Education,Rights & Dignity,Usage,Drugs & Alcohol,Rights & Dignity
200,Djevojka smije sama da hoda Bulevarom pored kruga u ponoć,The girl is allowed to walk alone along Bulevar next to the circle at midnight,1.0,,1.0,2,22.3,2.3,Safety and comfort,Gender,Culture & Society,Movement,Tranquility/security ,Security
241,U parku pored Marketa ima dosta djece,There are a lot of children in the park near the market.,1.0,,,1,3.1,15.0,Open Spaces,Public space,Culture & Society,Youth,Youth,Culture & Society
242,U parku pored Marketa ima dosta starijih osoba,There are many elderly people in the park near the market.,1.0,,,1,3.1,11.4,Open Spaces,Public space,Culture & Society,Informal,Socializing,Culture & Society
243,Stariji dolaze da gledaju kako djeca i mladi igraju lopte na igralištu na Bulevaru,The elderly come to watch children and youth play football at the playground in Bulevar.,1.0,,,1,6.6,12.3,Inter-generational Relations,Social Relations,Culture & Society,Activities,Sport,Culture & Society
244,Navijači Zrinskog ne dolaze nakon utakmica na Bulevar ili u Šantićevu da prave incidente,Zrinjski fans do not come to cause trouble after the match in Bulevar or on Šantićeva street.,,1.0,,1,4.1,6.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Us V Them,Social Relations,Culture & Society
245,"Navijači Zrinjskog, koji imaju 17-20 godina, ne dolaze preko stepenica u prolazu s magistrale u park na Bulevaru, da gađaju kamenjem",Zrinjski fans between the ages of 17 to 20 do not come across the steps from the main road to the park in Bulevar to throw rocks.,,1.0,,1,4.1,6.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Us V Them,Social Relations,Culture & Society
246,Mladi sa zapadne strane ne donose kukaste križeve na Partizansko kada ga posjećuju anti-fašisti,Young people from the west do not bring swastikas to Partizansko when it is visited by anti-fascists,1.0,,,1,8.5,15.0,Political Symbols,Nationalism,Culture & Society,Youth,Youth,Culture & Society
247,U gradu ne postoji niko ko će kupiti sprej s namjerom da crta kukasti križ,There is no one in the city that would intentionally buy spray paint in order to draw swastikas.,1.0,,,1,8.5,1.3,Political Symbols,Nationalism,Culture & Society,Social,Integration and acceptance,Culture & Society
248,U gradu ne postoji niko ko ima želju da nacrta kukasti križ na zidu neke zgrade,There is no one in the city who wants to draw swastikas on a building wall.,1.0,,,1,8.5,1.3,Political Symbols,Nationalism,Culture & Society,Social,Integration and acceptance,Culture & Society
249,Navijači jednog fudbalskog kluba ne crtaju svoje navijačke grafite na drugoj strani grada,Fans that support one football club don’t draw their club’s symbol on the other side of the city.,1.0,,,1,4.1,6.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Us V Them,Social Relations,Culture & Society
250,"Grupa, koja pravi navijački grafit „1981“ kod Publike, ne snima pjesmu koja vrijeđa drugu stranu","A fan group that makes the “1981” graffiti near Publika, doesn’t sing a song that insults the other side.",,1.0,,1,6.1,4.1,Us V Them,Social Relations,Culture & Society,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity
251,Ljudi koji žive u Cernici uče svoju djecu da ne bacaju smeće u Neretvu,People who live in Cernica teach their children not to throw trash into the Neretva river.,,,1.0,1,19.5,18.2,Family-based Education,Education,Rights & Dignity,Waste prevention,Environment,Rights & Dignity
252,Mladi momak sa istočne strane ima prijatelje sa zapadne strane grada (npr. Vatikan),"A young boy from the East side has friends from the West side (for example, Vatikan).",,1.0,,1,15.5,,Inclusion,Youth,Culture & Society,,,
253,Roditelji ne strahuju da će im sina neko izmlatiti u kafiću na zapadnoj strani grada,Parents aren’t afraid that someone will beat up their son in a café bar on the West side.,,1.0,,1,4.4,2.0,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Tranquility/security ,Tranquility/security ,Security
254,Auta se ne parkiraju po trotoaru na Bulevaru,People don’t park their cars on the sidewalk in Bulevar.,,,1.0,1,21.1,,Parking,Motor Vehicles ,Culture & Society,,,
255,"Policija naplati kaznu kad dođe po prijavi, a ne pusti da se vozač samo izvine i ode","A driver has to pay a fine to the police for a driving offense reported by another citizen, he/she cannot just apologize and leave.",,1.0,,1,21.2,5.1,Traffic,Motor Vehicles ,Culture & Society,Accountability ,Police,Armed Actors
256,Postoji ograda na trotoaru s južne strane kamene zgrade na Bulevaru.,There is a fence on the sidewalk along the south side of the stone building on Bulevar (street).,1.0,,,1,21.3,3.8,Pedestrian Safety,Motor Vehicles ,Culture & Society,Condition,Public space,Culture & Society
257,Vozači poštuju pješačke prelaze u cijelom Mostaru.,Drivers respect pedestrian crosswalks in all of Mostar.,,1.0,,1,21.2,21.3,Traffic,Motor Vehicles ,Culture & Society,Pedestrian Safety,Motor Vehicles ,Culture & Society
258,"Stubovi od uklonjene ograde nisu ostali oko parka na Bulevaru, kako se neko ne bi povrijedio o njih.","The pillars from the removed fence are not remain around the park in Boulevard, so that no one would get hurt by them.",,1.0,,1,3.1,3.8,Open Spaces,Public space,Culture & Society,Condition,Public space,Culture & Society
259,Oko kontejnera za smeće kod Elektroprivrede nije uvijek neuredno,It’s not always messy around the trash containers near the Electric Power Company.,,,1.0,1,10.6,18.1,Public utilities,Social Programs / Social Services,Rights & Dignity,Waste management Services,Environment,Rights & Dignity
260,Građani Bulevara i Cernice mogu prijavljivati probleme svojoj MZ,The citizens of Bulevar and Cernica can report any problem to their local MZ.,,1.0,,1,9.3,9.6,Political functionality,Governance,Rights & Dignity,Mjesna zajednica,Governance,Rights & Dignity
261,"Ljudi dobiju odgovor na upite koje su poslali u Gradsku upravu (GU) vezane za infrastrukturne probleme, kao što su kontejneri, svjetlo itd.","The city government answers the questions that people ask about the infrastructure problems such as trash containers, street lights, etc.",,1.0,,1,17.0,9.3,Infrastructure,Infrastructure,Economic Activity & Livelihoods,Political functionality,Governance,Rights & Dignity
262,"Grupa građana koja pokrene inicijativu uređenja plaže Ploča u Cernici dobije podršku od vlasti, a da ne moraju ići privatno kod pojedinca iz vladajuće stranke",A group of citizens who initiate arranging Ploča beach in Cernica receive support from the authorities and don't have to go privately to an individual from the ruling party,1.0,,,1,9.3,6.4,Political functionality,Governance,Rights & Dignity,Activism,Social Relations,Culture & Society
263,Prestupnici se sankcionišu novčano,Criminals are punished with a fine.,1.0,,,1,4.3,9.3,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Political functionality,Governance,Rights & Dignity
264,Nasilnici se sankcionišu krivično.,Bullies are found guilty and punished.,,1.0,,1,9.3,4.4,Political functionality,Governance,Rights & Dignity,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity
265,"Kada se dešavaju prekršaji, policija reaguje u skladu sa zakonom","When violations occur, the police react in accordance with the law",1.0,,,1,5.1,4.3,Accountability ,Police,Armed Actors,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity
266,Žena iz Cernice radi u Centru 2,A woman from Cernica works in Centar 2.,,,1.0,1,20.1,20.2,Inclusivity,Business,Economic Activity & Livelihoods,Hiring & employment,Business,Economic Activity & Livelihoods
267,"Pijani prolaznici, koji se ljeti kasno navečer vraćaju, ne deru se u sokaku kod News Bar-a.","A drunk passer-by, who returns late at night in the summer, does not shout in the alley near the News Bar.",1.0,,,1,16.4,3.0,Usage,Drugs & Alcohol,Rights & Dignity,Public space,Public space,Culture & Society
268,Na obalama Neretve nema odbačenih narkomanskih šprica,There aren’t any drug syringes thrown on the shores of the Neretva.,,1.0,,1,16.4,3.8,Usage,Drugs & Alcohol,Rights & Dignity,Condition,Public space,Culture & Society
269,Djeca slobodno silaze na Neretvu bez straha od odbačenih narkomanskih šprica,Children freely climb down to the Neretva river without any fear of discarded drug syringes.,,1.0,,1,16.4,23.3,Usage,Drugs & Alcohol,Rights & Dignity,Youth Health,Health,Rights & Dignity
270,"Djeca i mladi osjećaju se sigurno, jer svi zajedno igraju fudbal na istom mjestu na Bulevaru",Both children and adults feel safe because everyone plays football together in the same place in Bulevar.,,,1.0,1,12.3,2.2,Activities,Sport,Culture & Society,Confidence,Tranquility/security ,Security
271,"Policajac, koji obezbjeđuje Skupštinu HNK u Šantićevoj, nije stalno u obližnjoj kladionici Premier",The policemen who stands and guards the parliament of Herzegovina-Neretva Canton isn’t always hanging out in the gambling shop Premier.,1.0,,,1,5.1,5.2,Accountability ,Police,Armed Actors,Interactions ,Police,Armed Actors
272,"Navijači Zrinjskog ne smiju dolaziti na Bulevar, jer petkom i subotom navečer barem 2-3 sata stoji 1 marica, koja sprečava bitke","Zrinjski fans are not allowed to come to Bulevar, because on Friday and Saturday evenings because a police vehicle stands there at least 2-3 hours, which prevents battles",,1.0,,1,4.1,5.2,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Interactions ,Police,Armed Actors
273,Stanari smiju opomenuti mlađe osobe koje remete javni red i mir bez straha da će im ovi sve porazbijati,The tenants may freely warn young people not to disturb the public order and peace without worrying if someone would break everything (their property).,,,1.0,1,6.3,4.3,Social Trust,Social Relations,Culture & Society,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity
274,Ne čuje se galama iz parka kod MZ do 2 ili 3 ujutro,No noise is heard from the park by the MZ until 2 or 3 in the morning,1.0,,,1,3.1,3.0,Open Spaces,Public space,Culture & Society,Public space,Public space,Culture & Society
275,"U kasnim satima nije neugodno proći od Bunura prema Cernici, jer ima rasvjete.",It isn't uncomfortable for someone to pass from Bunura to Cernica during the later hours of the night because it is illuminated.,1.0,,,1,17.3,2.2,Public Lighting,Infrastructure,Economic Activity & Livelihoods,Confidence,Tranquility/security ,Security
276,Problem pasa lutalica iza buregdžinice „Rođeni“ je riješen,Behind the Buregdžinica Rođeni the stray dog issue is solved.,1.0,,,1,10.7,,Animals,Social Programs / Social Services,Rights & Dignity,,,
277,U Cernici i Bulevaru nema tenzija i nasilja kada se igraju fudbalske utakmice,"During a soccer match, there aren’t any fights or tensions in Cernica and Bulevar.",,,1.0,1,12.3,4.1,Activities,Sport,Culture & Society,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity
278,Ultrasi ne borave u krugu,Ultrasi (Zrinski football fans) don’t hang out in the circle (in Bulevar).,,,1.0,1,3.1,4.1,Open Spaces,Public space,Culture & Society,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity
279,Komšija ne pušta svoje pse bez brnjice da borave u sokacima MZ Cernica dva dana,A neighbor doesn’t let his/her dogs walk freely in the alley without muzzles in Cernica for two days.,,,1.0,1,10.7,6.12,Animals,Social Programs / Social Services,Rights & Dignity,Neighbor Relations,Social Relations,Culture & Society
280,Izuzetan dječak iz sokaka nije uvučen u svijet droge,An extraordinary boy from the alley isn’t pulled into the world of narcotics.,,,1.0,1,16.4,23.3,Usage,Drugs & Alcohol,Rights & Dignity,Youth Health,Health,Rights & Dignity
281,Institucije edukuju djecu da droga ne valja (osnovne i srednje škole i policija),"Institutions teach children that narcotics are bad (primary schools, high schools and the police).",1.0,,,1,16.1,19.0,Prevention,Drugs & Alcohol,Rights & Dignity,Education,Education,Rights & Dignity
282,Prodavnica na Bulevaru se ne pljačka svako 2-3 mjeseca,The store in Bulevar is not robbed every 2-3 months,,,1.0,1,4.3,2.0,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Tranquility/security ,Tranquility/security ,Security
283,Ultrasi ne napadaju u Cernici u ponoć momka koji prolazi tuda,Ultrasi (Zrinski football fans) do not attack a boy in Cernica who’s passing through at midnight.,,1.0,,1,6.1,4.1,Us V Them,Social Relations,Culture & Society,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity
284,Djevojku ne izmlate u ponoć pred Rođenim u Cernici jer pokušava da pomogne svom napadnutom prijatelju,A girl doesn’t get beaten up at midnight near Rođeni in Cernica because she tries to help her beat up friend.,,1.0,,1,4.4,22.4,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Gender based activities,Gender,Culture & Society
