#,Indikator BHS,Indicator English,F,M,Y,T,Code 1,Code 2,Subcategory 1,Category 1,Dimension 1,Subcategory 2,Category 2,Dimension 2
230,Žena iz Cima ima prijateljice muslimanke.,A woman from Cim has muslim friends,1.0,,,1,6.2,6.9,Personal relationships,Social Relations,Culture & Society,Ethno-religious identity,Social Relations,Culture & Society
231,Žena iz Cima se ne osjeća neugodno kad s prijateljicama pije kavu u Bristolu.,A woman from Cim doesn't feel uncomfortable when she drinks coffee with her friends in Bristol.,,,1.0,1,22.3,11.1,Safety and comfort,Gender,Culture & Society,Cafes and Space,Socializing,Culture & Society
232,"Prijateljice žene iz Cima, koje su muslimanke, se ne osjećaju neugodno kad s njom piju kavu u Karizmi.","Friends of a woman from Cim, who are muslims, don't feel uncomfortable when they drink coffee with her at Karizma",,1.0,,1,11.1,6.9,Cafes and Space,Socializing,Culture & Society,Ethno-religious identity,Social Relations,Culture & Society
233,"U Mostaru ljudi ne kažu ""mi"" i ""oni"" za osobe druge nacionalnosti.","In Mostar, people don't say ""them"" and ""us"" when they refer of persons of other nationality",,,1.0,1,6.1,6.8,Us V Them,Social Relations,Culture & Society,Language,Social Relations,Culture & Society
234,"U Cimu se smeće ne baca posvuda (npr. po zelenim površinama, po ulicama).","In Cim, you don't throw trash everywhere (e.g. on green surfaces, on the streets)",,,1.0,1,3.2,18.2,Public Ownership,Public space,Culture & Society,Waste prevention,Environment,Rights & Dignity
235,Kod osnovne škole u Cimu je uređen veliki parking za automobile.,"At elementary school in Cim, the big parking for cars is built",,1.0,,1,21.1,17.1,Parking,Motor Vehicles ,Culture & Society,Roads,Infrastructure,Economic Activity & Livelihoods
236,"Kada se bilo koji dio Cima asfaltira, izvođači radova unaprijed obavijeste građane Cima o planiranom zatvaranju pojedinih ulica.","When any part of Cim is paved, construction workers give notice to Cim's residents about planned closing of certain streets",,,1.0,1,17.1,10.4,Roads,Infrastructure,Economic Activity & Livelihoods,Public information,Social Programs / Social Services,Rights & Dignity
237,"U Cimu se ne dešavaju prometni kolapsi jer građani Cima budu obaviješteni o planiranom zatvaranju pojedinih ulica (npr. putem lokalnih radio postaja, putem plakata na javnim mjestima).","In Cim, there's no traffic collapse because citizens of Cim are given notice about planned cosing of certain streets (e.g.through local radio stations, posters at public places)",,,1.0,1,10.4,21.2,Public information,Social Programs / Social Services,Rights & Dignity,Traffic,Motor Vehicles ,Culture & Society
238,Izvođači radova paze na raspored zatvaranja ulica kako bi građani mogli doći do svog odredišta.,Construction workers take care of the street closing schedule so that citizes can go to their destination,,,1.0,1,17.1,21.2,Roads,Infrastructure,Economic Activity & Livelihoods,Traffic,Motor Vehicles ,Culture & Society
239,Ljudi plaćaju parking u Mostaru.,People pay for parking in Mostar,,1.0,,1,21.1,,Parking,Motor Vehicles ,Culture & Society,,,
240,"Vozila su pod sigurnosnim nadzorom, pa se ljudi u Mostaru ne protive plaćanju parkinga.","Vehicles are under security cameras, so people in Mostar aren't against charging for parking",,1.0,,1,21.1,2.4,Parking,Motor Vehicles ,Culture & Society,Technology,Tranquility/security ,Security
241,U Mostaru su napravljena dva kružna toka.,"In mostar, there are two roundabouts built",1.0,,,1,17.1,,Roads,Infrastructure,Economic Activity & Livelihoods,,,
242,"Nisu potrebni čamci u gradu Mostaru, jer Avenija ne popliva kada pada kiša.","Mostar city doesn't need boats, because the Avenue isn't flooded when rain falls down",,,1.0,1,17.1,3.8,Roads,Infrastructure,Economic Activity & Livelihoods,Condition,Public space,Culture & Society
243,Ljudi nisu priključivali bez dozvole svoje cijevi na kanalizacijski kanal u Cimu.,People did not connect their pipes to the Cim sewer without permission.,,,1.0,1,17.0,4.3,Infrastructure,Infrastructure,Economic Activity & Livelihoods,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity
244,"Postoji kružna linija autobusa za medicinsko osoblje, pa većina ne dolazi svojim privatnim vozilom.",There's a circle bus line for medical staff so most of them don't come with their own vehicles,1.0,,,1,21.4,23.2,Public transport,Motor Vehicles ,Culture & Society,Medical services,Health,Rights & Dignity
245,Kod O.Š. Cim postoji uređen veliki parking.,"At elementary school in Cim, there's a big parking built",,1.0,,1,17.0,21.1,Infrastructure,Infrastructure,Economic Activity & Livelihoods,Parking,Motor Vehicles ,Culture & Society
246,Područje oko groblja u Cimu je dobro osvjetljeno javnom rasvjetom kao i ostatak Cima.,The area around cemetery in Cim is well illuminated with public lights just like the rest of Cim,,1.0,,1,17.3,,Public Lighting,Infrastructure,Economic Activity & Livelihoods,,,
247,"Kada se pokvari sijalica u javnoj rasvjeti, stanar Cima ne mora 5-6 puta zvati Komunalnu službu da promijenu sijalicu.","When a light bulb in public lighting breaks down, a resident of Cim doesn't have to call Communal Service for 5-6 times to change it",,,1.0,1,17.3,10.6,Public Lighting,Infrastructure,Economic Activity & Livelihoods,Public utilities,Social Programs / Social Services,Rights & Dignity
248,Školski autobus za djecu s vrha Cima do škole saobraća na svakih sat vremena.,A school bus for kids from the top of Cim to the school is driving every hour,1.0,,,1,19.0,21.4,Education,Education,Rights & Dignity,Public transport,Motor Vehicles ,Culture & Society
249,"Škola u Cimu je znatno obnovljena u posljednje vrijeme (izgrađena sala, obnovljeni WC-i, nabavljene nove klupe).","School in Cim is significantly rebuilt during last time (built hall, renewed toilets, new benches)",,,1.0,1,19.0,17.4,Education,Education,Rights & Dignity,Buildings,Infrastructure,Economic Activity & Livelihoods
250,"Vozači ne voze brzo kroz Cim, iako je cesta nova.","Drivers don't drive fast through Cim, even though the road is new",1.0,,,1,17.1,21.3,Roads,Infrastructure,Economic Activity & Livelihoods,Pedestrian Safety,Motor Vehicles ,Culture & Society
251,Ne postoji nepotizam u Mostaru.,There's no nepotism in Mostar,,,1.0,1,4.2,20.2,Corruption ,Criminality and Legal Enforcement,Rights & Dignity,Hiring & employment,Business,Economic Activity & Livelihoods
252,Svi članovi jedne obitelji nisu zaposleni u državnim ustanovama.,All members of one family aren't employed in state institutions,,1.0,,1,4.2,20.2,Corruption ,Criminality and Legal Enforcement,Rights & Dignity,Hiring & employment,Business,Economic Activity & Livelihoods
253,"Nezaposlenoj ženi, koja se nije stigla testirati u bolnici, djelatnice nisu rekle da se idući dan ide testirati u privatnoj klinici, gdje se testiranje na Covid-19 plaća.","An unemployed woman, who didn't manage to test at the hospital, wasn't told by workers to go to test the next day in a private clinc, where testing for Covid-19 is charged",,1.0,,1,23.2,10.2,Medical services,Health,Rights & Dignity,Unemployment,Social Programs / Social Services,Rights & Dignity
254,"Žene iz Cima idu u Austriju da čuvaju stare osobe, jer je to dobro plaćeno.","Women from Cim go to Austria to take care of the elderly, because they're paid well",,,1.0,1,20.7,20.8,Migration,Business,Economic Activity & Livelihoods,Livelihoods,Business,Economic Activity & Livelihoods
255,"Cimljani su zaposleni, pa nisu podložni bolestima izazvanim sekiracijom.","People from Cim are employed, so they don't have ilnesses caused by stress",,,1.0,1,20.2,23.1,Hiring & employment,Business,Economic Activity & Livelihoods,Mental Health,Health,Rights & Dignity
256,I djeca koja nisu „tatini sinovi“ dobivaju posao u Mostaru.,"Even kids who aren't ""daddy's boys"" get jobs in Mostar",,,1.0,1,4.2,20.5,Corruption ,Criminality and Legal Enforcement,Rights & Dignity,Youth employment,Business,Economic Activity & Livelihoods
257,„Tatini sinovi“ ne primaju platu kad ništa ne rade na poslu.,"""Daddy's boys don't receive paychecks when they don't do anything at work",,,1.0,1,4.2,20.8,Corruption ,Criminality and Legal Enforcement,Rights & Dignity,Livelihoods,Business,Economic Activity & Livelihoods
258,"Navijači iz Mostara, koji su rođeni poslije rata, se ne tuku međusobno.","Supporters from Mostar, who are born after the war, don't fight among themselves",,1.0,,1,4.1,12.4,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Inclusion,Sport,Culture & Society
259,"Žena iz Cima, koja je radila na Rondou, nije prije svake utakmice morala sklanjati auto da joj ga navijači ne oštete.","A woman from Cim, who worked at Rondo, didn't have to move her car every time before the game, so that hooligans don't damage it",,1.0,,1,4.1,21.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Parking,Motor Vehicles ,Culture & Society
260,"Za dečkom iz Cima koji je u majici Ultrasa prolazio Bulevarom, nisu potrčale osobe iz kafića na Bulevaru.",People from a cafe on Bulevar didn't chase a guy who was passing by wearing an Ultras t-shirt,1.0,,,1,4.1,6.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Us V Them,Social Relations,Culture & Society
261,Odrasli ne koriste stalno mobitele.,Adults don't use their phones all the time.,1.0,,,1,6.5,,Technology ,Social Relations,Culture & Society,,,
262,"Čovjek iz Cima može zaboraviti zaključati vozilo, ali opet nitko ne ukrade ništa iz njega.","A guy from Cim can forget to lock his vehicle, but stil no one will steal anything from it",,,1.0,1,6.12,2.2,Neighbor Relations,Social Relations,Culture & Society,Confidence,Tranquility/security ,Security
263,Promet ne predstavlja opasnost za djecu tijekom dana u Cimu.,The traffic isn't dangerous for kids during the day in Cim,,,1.0,1,15.0,21.3,Youth,Youth,Culture & Society,Pedestrian Safety,Motor Vehicles ,Culture & Society
264,Policija propisuje kazne za nepropisno odlaganje otpada.,Police gives fines for throwing the trash irregularly,,,1.0,1,5.2,18.2,Interactions ,Police,Armed Actors,Waste prevention,Environment,Rights & Dignity
265,Male stepenice na Bijelom Brijegu su osvijetljene pa se nitko ne boji ići tuda po mraku.,Small steps on Bijeli Brijeg are ilumminated so no one's afraid to go there when it's dark,,,1.0,1,17.3,2.2,Public Lighting,Infrastructure,Economic Activity & Livelihoods,Confidence,Tranquility/security ,Security
266,Velike stepenice na Bijelom Brijegu su osvijetljene pa se nitko ne boji ići tuda po mraku.,Big steps on Bijeli Brijeg are ilumminated so no one's afraid to go there when it's dark,1.0,,,1,17.3,2.2,Public Lighting,Infrastructure,Economic Activity & Livelihoods,Confidence,Tranquility/security ,Security
267,"Majka se ne brine za sigurnost sina koji je otišao u disko, pa ga ne zove 5-6 puta sina da vidi kad će kući.","A mother isn't concerned for her son's safety who went to a disco, so she doesn't call him 5-6 times to see when he's coming home",1.0,,,1,15.2,2.2,Infrastructure,Youth,Culture & Society,Confidence,Tranquility/security ,Security
268,"Žena, koja je izgubila muža u ratu, ne gleda osobe, koje su tijekom rata bile u izbjeglištvu, kroz taj nesretni događaj.","A woman, who lost a husband during the war, doesn't look at people, who've been abroad during the war, through that unlucky event",,1.0,,1,7.0,6.0,Legacies of War,Legacies of War,Dealing with the Past,Social Relations,Social Relations,Culture & Society
