#,Indikator BHS,Indicator English,F,M,Y,T,Code 1,Code 2,Subcategory 1,Category 1,Dimension 1,Subcategory 2,Category 2,Dimension 2
241,Svi ljudi koji žive u Mostaru su prešli Stari most.,All people living in Mostar have crossed The Old Bridge,2.0,1.0,,3,3.6,2.3,Historical cultural monuments,Public space,Culture & Society,Movement,Tranquility/security ,Security
242,Svi ljudi u Mostaru nesmetano provode svoje običaje.,All people in Mostar carry out their customs without hindrance.,2.0,1.0,1.0,4,1.3,6.3,Social,Integration and acceptance,Culture & Society,Social Trust,Social Relations,Culture & Society
244,Turisti se šetaju kroz Podhum,Tourists walk through Podhum,2.0,,,2,2.3,20.4,Movement,Tranquility/security ,Security,Tourism,Business,Economic Activity & Livelihoods
245,U DUM-u i Franjevačkoj se niko ne bije,There are no fights in DUM and Franjevačka street,,,1.0,1,2.0,4.0,Tranquility/security ,Tranquility/security ,Security,Criminality and Legal Enforcement,Criminality and Legal Enforcement,Rights & Dignity
246,"U firmi u Mostaru, u kojoj je gazda Hrvat, većina zaposlenih su Muslimani.","In a company in Mostar, owned by a Croat, most of the employees are Muslims",,1.0,,1,6.9,20.1,Ethno-religious identity,Social Relations,Culture & Society,Inclusivity,Business,Economic Activity & Livelihoods
247,U Gimnaziji Mostar ima 1 zajednički fudbalski/nogometni tim,There is a joint football team in Mostar Gymnasium,,,1.0,1,12.4,19.4,Inclusion,Sport,Culture & Society,Student activities,Education,Rights & Dignity
248,"U Gimnaziji Mostar ima zajedničkih predmeta (""miješana"" informatika)",Mostar Gymnasium has joint subjects such as computer science ('mixed' IT course),3.0,,1.0,4,19.3,,School inclusivness,Education,Rights & Dignity,,,
249,"U gradu imaju nova mjesta (kafići za mlade, knjižara, mulimedijalni centar)","There are new places in the city (coffee shops for the youth, book shops, multimedia centers)",,1.0,,1,3.0,11.0,Public space,Public space,Culture & Society,Socializing,Socializing,Culture & Society
250,U gradu postoji KUD (kulturno-umjetničko društvo) gdje se ljudi iskupljaju.,There is a cultural institution in Mostar (KUD - Kulturno-umjetničko društvo) where people gather,,1.0,,1,9.7,11.0,Citizens' associations,Governance,Rights & Dignity,Socializing,Socializing,Culture & Society
254,"U Mostaru djeca imaju zajednička, višenacionalna udruženja.","In Mostar, children have joint, multinational associations.",,,1.0,1,15.5,9.7,Inclusion,Youth,Culture & Society,Citizens' associations,Governance,Rights & Dignity
255,"U Mostaru djeca imaju zajedničke aktivnosti (sportske, nastupi)","Children in Mostar have joint activities together (sports, performances)",2.0,,1.0,3,12.4,15.5,Inclusion,Sport,Culture & Society,Inclusion,Youth,Culture & Society
260,U Mostaru mlade generacije (rođene poslije rata) ne pričaju o ratu.,Younger generations in Mostar (born after the war) don't talk about the war,,3.0,1.0,4,15.5,7.1,Inclusion,Youth,Culture & Society,Memorialization,Legacies of War,Dealing with the Past
261,"U Mostaru navečer nije rizično izlaziti, jer na ulicama nema lopova.","It is not risky to go out during the night in Mostar, because there are no thieves on the streets",1.0,2.0,1.0,4,2.1,4.3,Sense of safety,Tranquility/security ,Security,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity
262,"U Mostaru navečer nije rizično izlaziti, jer na ulicama nema narkomana.",It is not risky to go out by night in Mostar because there are no drug users on the streets.,2.0,,,2,2.1,16.4,Sense of safety,Tranquility/security ,Security,Usage,Drugs & Alcohol,Rights & Dignity
264,"U Mostaru nema ljudi, kojima smetaju ljudi drugačiji svjetonazora.",In Mostar people aren't bothered by those with different worldviews.,1.0,,1.0,2,1.0,6.0,Integration and acceptance,Integration and acceptance,Culture & Society,Social Relations,Social Relations,Culture & Society
268,U Mostaru nisu sva udruženja jednonacionalna.,Not all associations in Mostar are mono-ethnic.,,,2.0,2,9.7,6.9,Citizens' associations,Governance,Rights & Dignity,Ethno-religious identity,Social Relations,Culture & Society
272,U Mostaru postoji udruženje koje okuplja ljude iz čitavog grada.,"In Mostar, there is an organization gathering people from the whole city",3.0,,4.0,7,9.7,1.3,Citizens' associations,Governance,Rights & Dignity,Social,Integration and acceptance,Culture & Society
273,U Mostaru se 25 godina nakon rata više ne priča o ratu.,The war is not the topic 25 years after it ended in Mostar,3.0,1.0,1.0,5,7.5,,Reconciliation,Legacies of War,Dealing with the Past,,,
275,U Mostaru se huligani ne biju nakon utakmica.,Hooligans don't fight after the games in Mostar,,,1.0,1,4.1,12.0,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Sport,Sport,Culture & Society
279,"U Mostaru se svi ljudi paze, bez obzira na njihovu vjeru.",People in Mostar take care of each other regardless of their religion,1.0,,1.0,2,6.3,6.9,Social Trust,Social Relations,Culture & Society,Ethno-religious identity,Social Relations,Culture & Society
281,"U Mostaru svaka mahala ima svoju škvadru, koja se zeza s drugim mahalama bez sukoba.",Each neighborhood has its own gang just to tease others without conflict,1.0,,,1,6.3,1.0,Social Trust,Social Relations,Culture & Society,Integration and acceptance,Integration and acceptance,Culture & Society
282,U parkovima iza zgrada u Podhumu se ne skupljaju narkomani.,"In the parks behind the buildings in Podhum, drug users do not gather.",1.0,1.0,1.0,3,3.1,16.4,Open Spaces,Public space,Culture & Society,Usage,Drugs & Alcohol,Rights & Dignity
284,U Podhumu komšije pomažu jedni drugima bez obzira na nacionalnost.,Neighbors in Podhum help each other regardless of their nationality,2.0,,,2,6.9,6.1,Ethno-religious identity,Social Relations,Culture & Society,Us V Them,Social Relations,Culture & Society
285,"U Podhumu paze se i jedni, i drugi i treći.","In Podhum, one looks out for one, the other and the third.",,1.0,1.0,2,6.9,6.3,Ethno-religious identity,Social Relations,Culture & Society,Social Trust,Social Relations,Culture & Society
286,U Podhumu postoji Fronta (kafana) u kojoj se ljudi iskupljaju.,There is a cafe in Podhum named Fronta where people get together,,1.0,,1,11.1,,Cafes and Space,Socializing,Culture & Society,,,
287,U Podhumu se čuju ezan s džamije i zvono s katoličke crkve.,The ezan from the mosque and the bell from the Catholic church can be heard in Podhum,2.0,2.0,1.0,5,14.4,14.3,Religious buildings,Religion,Culture & Society,Religious beliefs and practices,Religion,Culture & Society
289,U Podhumu su ljudi odvajkada živjeli zajedno.,People have always lived together in Podhum,3.0,1.0,1.0,5,1.3,6.9,Social,Integration and acceptance,Culture & Society,Ethno-religious identity,Social Relations,Culture & Society
295,U školi se priča o svim religijama.,There are talks on every religion in school,,,1.0,1,19.3,14.0,School inclusivness,Education,Rights & Dignity,Religion,Religion,Culture & Society
296,U soliteru u Franjevačkoj ulici stanari sve tri nacije se super slažu,"In the building ""Solitaire"" in Franjevačka Street, the tenants of all three nations get along great",1.0,,,1,6.9,6.3,Ethno-religious identity,Social Relations,Culture & Society,Social Trust,Social Relations,Culture & Society
297,U soliteru u Franjevačkoj ulici žive i Srbi i Hrvati i Bošnjaci,"Serbs, Croats and Bosniaks live together in the apartment building in Franjevačka street",1.0,1.0,1.0,3,6.0,6.9,Social Relations,Social Relations,Culture & Society,Ethno-religious identity,Social Relations,Culture & Society
299,"U udžbenicima ne piše da je Hrvat ubio Bošnjaka, Srbin Hrvata.","The textbooks don't say that a Croat killed a Bosniak, a Serb killed a Croat",,,1.0,1,19.3,7.3,School inclusivness,Education,Rights & Dignity,Education ,Legacies of War,Dealing with the Past
300,Učenici Medicinske škole ne bacaju otpatke u parku.,The students from the Medical high school don't throw away their waste in the park,3.0,,1.0,4,18.2,23.4,Waste prevention,Environment,Rights & Dignity,Education,Health,Rights & Dignity
301,"Učenici se u školama ne uče da razlikuju ko je Kristina, ko je Bojana, ko je Emina","Students are not taught to differentiate people based on their names (Kristina, Bojana or Emina)",,,1.0,1,19.3,15.5,School inclusivness,Education,Rights & Dignity,Inclusion,Youth,Culture & Society
303,Ulice u Podhumu su osvijetljene i otac ne mora ići po kćerku na Šemovac u 18.15 da bi je dopratio kući u Podhum.,"The streets are well-lit in Podhum, so a father doesn't need to go to pick up his daughter at 18:15 from neighbouring Šemovac in order to bring her home to Podhum.",1.0,1.0,1.0,3,17.3,2.2,Public Lighting,Infrastructure,Economic Activity & Livelihoods,Confidence,Tranquility/security ,Security
304,Ulice u Podhumu su osvijetljene pa se ljudi osjećaju sigurno kad hodaju navečer.,The streets of Podhum are well-lit so the residents feel safe when they walk around at night,,,1.0,1,17.3,2.2,Public Lighting,Infrastructure,Economic Activity & Livelihoods,Confidence,Tranquility/security ,Security
306,Velež i Zrinjski nisu vezani za nacionalni ili religijski identitet,Velež and Zrinjski are not tied to any national or religious identity.,1.0,,1.0,2,12.0,6.9,Sport,Sport,Culture & Society,Ethno-religious identity,Social Relations,Culture & Society
307,Verbalne uvrede među narodima nestaju u novijim generacijama,Verbal insults among people of different ethnic groups disappear with younger generations,,3.0,5.0,8,6.1,15.5,Us V Them,Social Relations,Culture & Society,Inclusion,Youth,Culture & Society
309,Vjeronauka je ukinuta u školama.,Religious Education is eliminated from schools,1.0,,,1,19.3,14.1,School inclusivness,Education,Rights & Dignity,Religious education,Religion,Culture & Society
310,Vjeronauka nije obavezna u školama.,Religious education is not mandatory in schools,3.0,,,3,14.1,19.0,Religious education,Religion,Culture & Society,Education,Education,Rights & Dignity
311,Vjeronauka uči djecu o pozitivnim stvarima.,Religious education teaches children about positive things,,2.0,1.0,3,14.1,19.0,Religious education,Religion,Culture & Society,Education,Education,Rights & Dignity
312,Vjerske zajednice u Mostaru su uložile mnogo truda u jačanje međureligijskih odnosa,Religious communities in Mostar have put a lot of effort to strengthen interreligious relations,,2.0,1.0,3,14.2,,Interfaith relations,Religion,Culture & Society,,,
314,Vozači koji voze kroz Franjevačku ulicu i DUM vode računa o psima,Drivers which drive through Franjevačka street and DUM look out for dogs.,3.0,,,3,21.2,10.7,Traffic,Motor Vehicles ,Culture & Society,Animals,Social Programs / Social Services,Rights & Dignity
315,"Vozači ne ugrožavaju sigurnost stanovnika Franjevačke, jer žele da zaobiđu semafore na Bulevaru","Drivers do not endanger the safety of the inhabitants of Franciscan, because they want to bypass the traffic lights on the Boulevard",1.0,,,1,21.2,21.3,Traffic,Motor Vehicles ,Culture & Society,Pedestrian Safety,Motor Vehicles ,Culture & Society
316,Vozila policije ne stoje raspoređena duž Bulevara vikendom navečer,Police cars are not parked along the Boulevard on weekends,1.0,,,1,5.1,3.0,Accountability ,Police,Armed Actors,Public space,Public space,Culture & Society
317,"Vozila, koja prolaze korz Franjevačku, ne ugrožavaju sigurnost stanara brzom vožnjom.","Vehicles, passing through Franjevačka street, do not endanger residents' safety by speeding",4.0,,2.0,6,21.2,21.3,Traffic,Motor Vehicles ,Culture & Society,Pedestrian Safety,Motor Vehicles ,Culture & Society
318,Vrši se rekonstrukcija srušenih objekata,Demolished buildings are being rebuilt,5.0,1.0,5.0,11,7.7,,Infrastructure,Legacies of War,Dealing with the Past,,,
319,Žalosno je da neko i danas živi takve nacionalne podjele,It's a pity that even today one lives in such separations based on nationality,,2.0,,2,1.3,6.9,Social,Integration and acceptance,Culture & Society,Ethno-religious identity,Social Relations,Culture & Society
320,Zbog vjeronauke u školama je manje djece narkomana.,Religious Education is the reason why there are less young drug users,1.0,,,1,14.1,16.1,Religious education,Religion,Culture & Society,Prevention,Drugs & Alcohol,Rights & Dignity
322,Žena iz Podhuma i poslije rata ima iste prijatelje koje je imala i prije rata.,A woman from Podhum after the war still has the same friends she had before the war,,3.0,1.0,4,22.0,6.2,Gender,Gender,Culture & Society,Personal relationships,Social Relations,Culture & Society
324,"Žena koja je odnedavno pokrivena, nije nikad imala problema u Podhumu.",A woman who is recently covering her head with a hijab has never had any problems in Podhum,,,1.0,1,14.2,22.3,Interfaith relations,Religion,Culture & Society,Safety and comfort,Gender,Culture & Society
325,"Žena koja živi u Franjevačkoj se ne boji da u podne, u ponoća baca smeće.",A woman who lives in Franjevačka is not afraid to throw garbage out at noon or midnight.,1.0,,,1,22.3,,Safety and comfort,Gender,Culture & Society,,,
327,"Žena sa hidžabom druži se sa svima, bez obzira na religiju","A woman with a hijab socializes with everyone, regardless of religion",,1.0,2.0,3,14.2,1.1,Interfaith relations,Religion,Culture & Society,Personal value,Integration and acceptance,Culture & Society
328,Žena sa hidžabom može šetati bilo gdje u gradu,A woman with a hijab can walk wherever in the city.,2.0,,1.0,3,14.2,2.3,Interfaith relations,Religion,Culture & Society,Movement,Tranquility/security ,Security
329,"Žena se ne osjeća nelagodno kada sama navečer hoda kroz Podhum, jer su ulice osvijetljene","A woman does not feel uncomfortable walking through Podhum by herself, because the streets are well-lit",2.0,2.0,3.0,7,22.3,17.3,Safety and comfort,Gender,Culture & Society,Public Lighting,Infrastructure,Economic Activity & Livelihoods
